title,author,avg_rating,rating_count,num_pages,genres,pub_year,url,log_rating_count,log_num_pages,log_pub_age,genres_txt
Mrs. Dalloway,Virginia Woolf,3.79,333353,194.0,"Classics, Fiction, Literature",1925.0,https://www.goodreads.com/book/show/14942.Mrs_Dalloway,12.716960267374244,5.272999558563747,4.61512051684126,Classics  Fiction  Literature
Crescendo,Becca Fitzpatrick,3.98,333174,427.0,"Young Adult, Fantasy, Romance",2010.0,https://www.goodreads.com/book/show/7791997-crescendo,12.716423156447927,6.059123195581797,2.772588722239781,Young Adult  Fantasy  Romance
The Ultimate Hitchhiker’s Guide to the Galaxy,Douglas Adams,4.38,332989,815.0,"Science Fiction, Fiction, Humor",1996.0,https://www.goodreads.com/book/show/13.The_Ultimate_Hitchhiker_s_Guide_to_the_Galaxy,12.71586773848164,6.704414354964107,3.4011973816621555,Science Fiction  Fiction  Humor
Stargirl,Jerry Spinelli,3.77,332985,186.0,"Young Adult, Fiction, Contemporary",2000.0,https://www.goodreads.com/book/show/22232.Stargirl,12.715855726036747,5.231108616854587,3.258096538021482,Young Adult  Fiction  Contemporary
Heaven is for Real: A Little Boy's Astounding Story of His Trip to Heaven and Back,Todd Burpo,4.03,332400,162.0,"Nonfiction, Christian, Religion",2010.0,https://www.goodreads.com/book/show/7933292-heaven-is-for-real,12.714097350382492,5.093750200806762,2.772588722239781,Nonfiction  Christian  Religion
The Fountainhead,Ayn Rand,3.89,332057,704.0,"Fiction, Classics, Philosophy",1943.0,https://www.goodreads.com/book/show/2122.The_Fountainhead,12.71306493143575,6.558197802812269,4.418840607796598,Fiction  Classics  Philosophy
A Prayer for Owen Meany,John Irving,4.24,330278,637.0,"Fiction, Classics, Book Club",1989.0,https://www.goodreads.com/book/show/4473.A_Prayer_for_Owen_Meany,12.707693030792738,6.45833828334479,3.6109179126442243,Fiction  Classics  Book Club
1Q84,Haruki Murakami,3.95,329952,944.0,"Fiction, Fantasy, Magical Realism",2009.0,https://www.goodreads.com/book/show/10357575-1q84,12.706705499056943,6.851184927493743,2.833213344056216,Fiction  Fantasy  Magical Realism
The Yellow Wallpaper and Other Stories,Charlotte Perkins Gilman,4.08,329394,129.0,"Short Stories, Fiction, Horror",1892.0,https://www.goodreads.com/book/show/99300.The_Yellow_Wallpaper_and_Other_Stories,12.705012917496934,4.867534450455582,4.897839799950911,Short Stories  Fiction  Horror
2001: A Space Odyssey,Arthur C. Clarke,4.17,327765,297.0,"Science Fiction, Fiction, Classics",1968.0,https://www.goodreads.com/book/show/70535.2001,12.700055218130816,5.697093486505405,4.060443010546419,Science Fiction  Fiction  Classics
Carry On,Rainbow Rowell,4.16,327266,522.0,"Young Adult, Queer, Magic",2015.0,https://www.goodreads.com/book/show/32768522-carry-on,12.698531630474841,6.259581464064923,2.3978952727983707,Young Adult  Queer  Magic
An Ember in the Ashes,Sabaa Tahir,4.24,326316,446.0,"Fantasy, Young Adult, Romance",2015.0,https://www.goodreads.com/book/show/27774758-an-ember-in-the-ashes,12.695624580519418,6.102558594613569,2.3978952727983707,Fantasy  Young Adult  Romance
A Streetcar Named Desire,Tennessee Williams,3.98,325997,107.0,"Plays, Classics, Fiction",1947.0,https://www.goodreads.com/book/show/12220.A_Streetcar_Named_Desire,12.694646525360701,4.68213122712422,4.3694478524670215,Plays  Classics  Fiction
Just Kids,Patti Smith,4.21,324451,304.0,"Nonfiction, Memoir, Music",2010.0,https://www.goodreads.com/book/show/341879.Just_Kids,12.689892884308325,5.720311776607412,2.772588722239781,Nonfiction  Memoir  Music
Voyager,Diana Gabaldon,4.39,322886,870.0,"Historical Fiction, Romance, Fantasy",1993.0,https://www.goodreads.com/book/show/10987.Voyager,12.685057695793446,6.769641976852503,3.4965075614664802,Historical Fiction  Romance  Fantasy
Destroy Me,Tahereh Mafi,3.96,322773,111.0,"Fantasy, Dystopia, Young Adult",2012.0,https://www.goodreads.com/book/show/13623150-destroy-me,12.684707666904746,4.718498871295094,2.6390573296152584,Fantasy  Dystopia  Young Adult
Blood Promise,Richelle Mead,4.3,322756,503.0,"Young Adult, Fantasy, Vampires",2009.0,https://www.goodreads.com/book/show/5996153-blood-promise,12.684654997087172,6.222576268071369,2.833213344056216,Young Adult  Fantasy  Vampires
Robinson Crusoe,Daniel Defoe,3.68,321956,320.0,"Classics, Fiction, Adventure",1719.0,https://www.goodreads.com/book/show/2932.Robinson_Crusoe,12.682173275236565,5.771441123130016,5.726847747587197,Classics  Fiction  Adventure
The Lies of Locke Lamora,Scott Lynch,4.31,321777,752.0,"Fantasy, Fiction, Audiobook",2006.0,https://www.goodreads.com/book/show/29588376-the-lies-of-locke-lamora,12.68161714575902,6.6240652277998935,2.995732273553991,Fantasy  Fiction  Audiobook
The Thirteenth Tale,Diane Setterfield,3.98,321618,406.0,"Fiction, Mystery, Historical Fiction",2006.0,https://www.goodreads.com/book/show/40440.The_Thirteenth_Tale,12.681122894143808,6.008813185442595,2.995732273553991,Fiction  Mystery  Historical Fiction
Stranger in a Strange Land,Robert A. Heinlein,3.92,321579,525.0,"Science Fiction, Fiction, Classics",1961.0,https://www.goodreads.com/book/show/350.Stranger_in_a_Strange_Land,12.681001625298402,6.26530121273771,4.174387269895637,Science Fiction  Fiction  Classics
The Pact,Jodi Picoult,4.03,320913,512.0,"Fiction, Romance, Contemporary",1998.0,https://www.goodreads.com/book/show/10916.The_Pact,12.678928453444529,6.240275845170769,3.332204510175204,Fiction  Romance  Contemporary
The Silmarillion,J.R.R. Tolkien,4.03,320375,386.0,"Fantasy, Fiction, High Fantasy",1977.0,https://www.goodreads.com/book/show/7332.The_Silmarillion,12.677250585003678,5.958424693029782,3.8918202981106265,Fantasy  Fiction  High Fantasy
Elantris,Brandon Sanderson,4.17,319754,638.0,"Fantasy, Fiction, Audiobook",2005.0,https://www.goodreads.com/book/show/68427.Elantris,12.675310356535405,6.459904454377535,3.044522437723423,Fantasy  Fiction  Audiobook
A Curse for True Love,Stephanie Garber,4.15,319640,386.0,"Fantasy, Romance, Young Adult",2023.0,https://www.goodreads.com/book/show/62816044-a-curse-for-true-love,12.67495377000309,5.958424693029782,1.0986122886681098,Fantasy  Romance  Young Adult
I Know This Much Is True,Wally Lamb,4.21,319120,897.0,"Fiction, Contemporary, Book Club",1998.0,https://www.goodreads.com/book/show/227711.I_Know_This_Much_Is_True,12.673325620191827,6.8001700683022,3.332204510175204,Fiction  Contemporary  Book Club
Blindness,José Saramago,4.18,318728,349.0,"Fiction, Dystopia, Science Fiction",1995.0,https://www.goodreads.com/book/show/40495148-blindness,12.672096490931494,5.857933154483459,3.4339872044851463,Fiction  Dystopia  Science Fiction
Fried Green Tomatoes at the Whistle Stop Cafe,Fannie Flagg,4.28,318690,416.0,"Fiction, Historical Fiction, Classics",1987.0,https://www.goodreads.com/book/show/9375.Fried_Green_Tomatoes_at_the_Whistle_Stop_Cafe,12.671977260282802,6.0330862217988015,3.6635616461296463,Fiction  Historical Fiction  Classics
A Little Princess,Frances Hodgson Burnett,4.23,318609,242.0,"Fiction, Childrens, Classics",1905.0,https://www.goodreads.com/book/show/3008.A_Little_Princess,12.671723063285036,5.493061443340548,4.795790545596741,Fiction  Childrens  Classics
The Silver Chair,C.S. Lewis,3.96,318552,243.0,"Fantasy, Fiction, Young Adult",1953.0,https://www.goodreads.com/book/show/65641.The_Silver_Chair,12.671544145174122,5.497168225293202,4.290459441148391,Fantasy  Fiction  Young Adult
V for Vendetta,Alan Moore,4.26,318349,296.0,"Graphic Novels, Comics, Fiction",1990.0,https://www.goodreads.com/book/show/5805.V_for_Vendetta,12.670906685445171,5.6937321388027,3.58351893845611,Graphic Novels  Comics  Fiction
Finale,Stephanie Garber,4.14,317957,478.0,"Fantasy, Young Adult, Romance",2019.0,https://www.goodreads.com/book/show/40381392-finale,12.669674577567882,6.171700597410915,1.9459101490553132,Fantasy  Young Adult  Romance
The Adventures of Sherlock Holmes,Arthur Conan Doyle,4.3,317731,389.0,"Classics, Mystery, Fiction",1892.0,https://www.goodreads.com/book/show/3590.The_Adventures_of_Sherlock_Holmes,12.668963539138707,5.966146739123692,4.897839799950911,Classics  Mystery  Fiction
The Prophet,Kahlil Gibran,4.23,317541,127.0,"Poetry, Classics, Philosophy",1923.0,https://www.goodreads.com/book/show/2547.The_Prophet,12.668365372030765,4.852030263919617,4.634728988229636,Poetry  Classics  Philosophy
We Should All Be Feminists,Chimamanda Ngozi Adichie,4.4,316461,52.0,"Nonfiction, Feminism, Essays",2012.0,https://www.goodreads.com/book/show/22738563-we-should-all-be-feminists,12.664958450167052,3.970291913552122,2.6390573296152584,Nonfiction  Feminism  Essays
Under the Dome,Stephen King,3.93,314804,1074.0,"Horror, Fiction, Science Fiction",2009.0,https://www.goodreads.com/book/show/6320534-under-the-dome,12.659708678499632,6.980075940561763,2.833213344056216,Horror  Fiction  Science Fiction
The Murder of Roger Ackroyd,Agatha Christie,4.27,314320,288.0,"Mystery, Fiction, Crime",1926.0,https://www.goodreads.com/book/show/16328.The_Murder_of_Roger_Ackroyd,12.658170035698392,5.666426688112432,4.605170185988092,Mystery  Fiction  Crime
Defy Me,Tahereh Mafi,4.27,314285,357.0,"Fantasy, Dystopia, Romance",2019.0,https://www.goodreads.com/book/show/34992959-defy-me,12.658058678363727,5.8805329864007,1.9459101490553132,Fantasy  Dystopia  Romance
The God of Small Things,Arundhati Roy,3.96,314046,321.0,"Fiction, India, Historical Fiction",1997.0,https://www.goodreads.com/book/show/9777.The_God_of_Small_Things,12.65729793521789,5.7745515455444085,3.367295829986474,Fiction  India  Historical Fiction
Oathbringer,Brandon Sanderson,4.61,313468,1248.0,"Fantasy, Fiction, Audiobook",2017.0,https://www.goodreads.com/book/show/34002132-oathbringer,12.655455750593243,7.130098510125578,2.1972245773362196,Fantasy  Fiction  Audiobook
The Dragon Reborn,Robert Jordan,4.28,311198,624.0,"Fantasy, Fiction, Epic Fantasy",1991.0,https://www.goodreads.com/book/show/34897.The_Dragon_Reborn,12.648187857913602,6.437751649736401,3.5553480614894135,Fantasy  Fiction  Epic Fantasy
The Runaway Jury,John Grisham,4.03,310863,464.0,"Fiction, Thriller, Mystery",1996.0,https://www.goodreads.com/book/show/24192.The_Runaway_Jury,12.647110796482893,6.142037405587356,3.4011973816621555,Fiction  Thriller  Mystery
Cujo,Stephen King,3.8,308536,432.0,"Horror, Fiction, Thriller",1981.0,https://www.goodreads.com/book/show/10603.Cujo,12.63959705030611,6.07073772800249,3.8066624897703196,Horror  Fiction  Thriller
The Fifth Season,N.K. Jemisin,4.3,308269,468.0,"Fantasy, Fiction, Science Fiction",2015.0,https://www.goodreads.com/book/show/19161852-the-fifth-season,12.638731301322467,6.150602768446279,2.3978952727983707,Fantasy  Fiction  Science Fiction
For Whom the Bell Tolls,Ernest Hemingway,3.98,308219,471.0,"Classics, Fiction, Historical Fiction",1940.0,https://www.goodreads.com/book/show/46170.For_Whom_the_Bell_Tolls,12.638569092689368,6.156978985585555,4.454347296253507,Classics  Fiction  Historical Fiction
If You Give a Mouse a Cookie,Laura Joffe Numeroff,4.29,307593,40.0,"Picture Books, Childrens, Fiction",1985.0,https://www.goodreads.com/book/show/767680.If_You_Give_a_Mouse_a_Cookie,12.636536010571628,3.713572066704308,3.713572066704308,Picture Books  Childrens  Fiction
Bel Canto,Ann Patchett,3.94,307257,318.0,"Fiction, Book Club, Literary Fiction",2001.0,https://www.goodreads.com/book/show/5826.Bel_Canto,12.635443064518117,5.765191102784844,3.2188758248682006,Fiction  Book Club  Literary Fiction
The Restaurant at the End of the Universe,Douglas Adams,4.2,306426,250.0,"Science Fiction, Fiction, Humor",1980.0,https://www.goodreads.com/book/show/8695.The_Restaurant_at_the_End_of_the_Universe,12.632734833070664,5.5254529391317835,3.828641396489095,Science Fiction  Fiction  Humor
On Writing: A Memoir of the Craft,Stephen King,4.34,306001,320.0,"Nonfiction, Writing, Memoir",2000.0,https://www.goodreads.com/book/show/10569.On_Writing,12.63134691686087,5.771441123130016,3.258096538021482,Nonfiction  Writing  Memoir
The Holy Bible: King James Version,Anonymous,4.44,305350,1590.0,"Classics, Nonfiction, Christian",1611.0,https://www.goodreads.com/book/show/1923820.The_Holy_Bible,12.629217213576325,7.372118028337787,6.028278520230698,Classics  Nonfiction  Christian
Spirit Bound,Richelle Mead,4.32,303604,489.0,"Young Adult, Fantasy, Vampires",2010.0,https://www.goodreads.com/book/show/6479259-spirit-bound,12.623482793406207,6.194405391104672,2.772588722239781,Young Adult  Fantasy  Vampires
The Wind-Up Bird Chronicle,Haruki Murakami,4.14,302923,607.0,"Fiction, Magical Realism, Fantasy",1994.0,https://www.goodreads.com/book/show/11275.The_Wind_Up_Bird_Chronicle,12.621237227947125,6.410174881966167,3.4657359027997265,Fiction  Magical Realism  Fantasy
Where She Went,Gayle Forman,3.97,302031,264.0,"Young Adult, Romance, Contemporary",2011.0,https://www.goodreads.com/book/show/8492825-where-she-went,12.618288251008515,5.579729825986222,2.70805020110221,Young Adult  Romance  Contemporary
Winter,Marissa Meyer,4.42,300264,827.0,"Young Adult, Science Fiction, Romance",2015.0,https://www.goodreads.com/book/show/13206900-winter,12.61242069706238,6.71901315438526,2.3978952727983707,Young Adult  Science Fiction  Romance
The Phantom Tollbooth,Norton Juster,4.2,299259,248.0,"Fantasy, Fiction, Classics",1961.0,https://www.goodreads.com/book/show/378.The_Phantom_Tollbooth,12.60906803973741,5.517452896464707,4.174387269895637,Fantasy  Fiction  Classics
Inheritance,Christopher Paolini,4.16,299190,849.0,"Fantasy, Young Adult, Fiction",2011.0,https://www.goodreads.com/book/show/7664041-inheritance,12.608837444416137,6.745236349484363,2.70805020110221,Fantasy  Young Adult  Fiction
Harry Potter Series Box Set,J.K. Rowling,4.73,297932,4100.0,"Fantasy, Young Adult, Fiction",2007.0,https://www.goodreads.com/book/show/862041.Harry_Potter_Series_Box_Set,12.604623907994226,8.31898612539206,2.9444389791664403,Fantasy  Young Adult  Fiction
Little House on the Prairie,Laura Ingalls Wilder,4.21,297782,335.0,"Classics, Historical Fiction, Childrens",1935.0,https://www.goodreads.com/book/show/77767.Little_House_on_the_Prairie,12.604120312310476,5.817111159963204,4.51085950651685,Classics  Historical Fiction  Childrens
The House of the Spirits,Isabel Allende,4.29,297556,448.0,"Fiction, Magical Realism, Historical Fiction",1982.0,https://www.goodreads.com/book/show/9328.The_House_of_the_Spirits,12.603361082254185,6.1070228877422545,3.784189633918261,Fiction  Magical Realism  Historical Fiction
Evermore,Alyson Noel,3.59,296206,301.0,"Young Adult, Fantasy, Paranormal",2009.0,https://www.goodreads.com/book/show/3975774-evermore,12.598813813217209,5.71042701737487,2.833213344056216,Young Adult  Fantasy  Paranormal
Last Sacrifice,Richelle Mead,4.37,295938,594.0,"Young Adult, Fantasy, Vampires",2010.0,https://www.goodreads.com/book/show/6527740-last-sacrifice,12.597908630987492,6.38856140554563,2.772588722239781,Young Adult  Fantasy  Vampires
Tess of the D’Urbervilles,Thomas Hardy,3.84,295609,518.0,"Classics, Fiction, Literature",1891.0,https://www.goodreads.com/book/show/32261.Tess_of_the_D_Urbervilles,12.596796296983303,6.251903883165888,4.90527477843843,Classics  Fiction  Literature
The Last Battle,C.S. Lewis,4.01,294505,288.0,"Fantasy, Fiction, Classics",1956.0,https://www.goodreads.com/book/show/84369.The_Last_Battle,12.593054655380673,5.666426688112432,4.248495242049359,Fantasy  Fiction  Classics
The Plague,Albert Camus,4.02,294450,308.0,"Fiction, Classics, Philosophy",1947.0,https://www.goodreads.com/book/show/11989.The_Plague,12.592867884529287,5.733341276897746,4.3694478524670215,Fiction  Classics  Philosophy
The 100-Year-Old Man Who Climbed Out the Window and Disappeared,Jonas Jonasson,3.82,293932,396.0,"Fiction, Book Club, Contemporary",2009.0,https://www.goodreads.com/book/show/36578942-the-100-year-old-man-who-climbed-out-the-window-and-disappeared,12.59110712919322,5.983936280687191,2.833213344056216,Fiction  Book Club  Contemporary
Don Quixote,Miguel de Cervantes Saavedra,3.9,293323,1023.0,"Fiction, Classics, Literature",1615.0,https://www.goodreads.com/book/show/3836.Don_Quixote,12.589033079098252,6.931471805599453,6.018593214496234,Fiction  Classics  Literature
The City of Ember,Jeanne DuPrau,3.9,293240,270.0,"Young Adult, Fantasy, Dystopia",2003.0,https://www.goodreads.com/book/show/307791.The_City_of_Ember,12.588750075507674,5.602118820879701,3.1354942159291497,Young Adult  Fantasy  Dystopia
The Very Secret Society of Irregular Witches,Sangu Mandanna,4.06,292977,318.0,"Fantasy, Romance, Fiction",2022.0,https://www.goodreads.com/book/show/60018635-the-very-secret-society-of-irregular-witches,12.587852799855929,5.765191102784844,1.3862943611198906,Fantasy  Romance  Fiction
James,Percival Everett,4.49,292876,303.0,"Fiction, Historical Fiction, Book Club",2024.0,https://www.goodreads.com/book/show/173754979-james,12.58750800463868,5.717027701406222,0.6931471805599453,Fiction  Historical Fiction  Book Club
Vicious,Victoria E. Schwab,4.19,292580,402.0,"Fantasy, Science Fiction, Fiction",2013.0,https://www.goodreads.com/book/show/40874032-vicious,12.586496830394854,5.998936561946683,2.5649493574615367,Fantasy  Science Fiction  Fiction
This Is How You Lose the Time War,Amal El-Mohtar,3.86,292559,209.0,"Science Fiction, Romance, Fiction",2019.0,https://www.goodreads.com/book/show/43352954-this-is-how-you-lose-the-time-war,12.586425052823262,5.3471075307174685,1.9459101490553132,Science Fiction  Romance  Fiction
Under the Whispering Door,T.J. Klune,4.12,292274,376.0,"Fantasy, Fiction, Romance",2021.0,https://www.goodreads.com/book/show/53205888-under-the-whispering-door,12.58545041887502,5.932245187448011,1.6094379124341003,Fantasy  Fiction  Romance
