title,author,avg_rating,rating_count,num_pages,genres,pub_year,url
The Whalebone Theatre,Joanna Quinn,4.05,34833,558.0,"Historical Fiction, Fiction, Book Club",2022.0,https://www.goodreads.com/book/show/59900661-the-whalebone-theatre
Blood Bound,Patricia Briggs,4.3,133357,292.0,"Urban Fantasy, Fantasy, Paranormal",2007.0,https://www.goodreads.com/book/show/285205.Blood_Bound
The Romantic,William Boyd,4.15,8384,451.0,"Historical Fiction, Fiction, Historical",2022.0,https://www.goodreads.com/book/show/60049861-the-romantic
"Animal, Vegetable, Miracle: A Year of Food Life",Barbara Kingsolver,4.05,111895,383.0,"Nonfiction, Food, Memoir",2007.0,https://www.goodreads.com/book/show/40725379-animal-vegetable-miracle
One Last Stop,Casey McQuiston,3.9,266457,418.0,"Romance, LGBT, Queer",2021.0,https://www.goodreads.com/book/show/54860443-one-last-stop
Tower of Dawn,Sarah J. Maas,4.27,872303,660.0,"Romance, Young Adult, Fantasy",2017.0,https://www.goodreads.com/book/show/31450852-tower-of-dawn
Richard III,William Shakespeare,3.91,56768,419.0,"Classics, Plays, Drama",1593.0,https://www.goodreads.com/book/show/42058.Richard_III
The King of Attolia,Megan Whalen Turner,4.38,42241,387.0,"Fantasy, Young Adult, Fiction",2006.0,https://www.goodreads.com/book/show/40159.The_King_of_Attolia
The Hating Game,Sally Thorne,3.87,791149,387.0,"Romance, Contemporary, Enemies To Lovers",2016.0,https://www.goodreads.com/book/show/25883848-the-hating-game
The House on Mango Street,Sandra Cisneros,3.69,215854,110.0,"Fiction, Classics, Young Adult",1984.0,https://www.goodreads.com/book/show/139253.The_House_on_Mango_Street
Hunger,Knut Hamsun,4.04,61322,134.0,"Fiction, Classics, Literature",1890.0,https://www.goodreads.com/book/show/32585.Hunger
For the Love of Armin,Michael G. Kramer,4.3,1140,325.0,"Fiction, Adventure, Historical Fiction",2015.0,https://www.goodreads.com/book/show/35642518-for-the-love-of-armin
Seasonable Doubt,Robin James,4.43,2252,302.0,"Christmas, Thriller, Murder Mystery",2023.0,https://www.goodreads.com/book/show/201853669-seasonable-doubt
Quidditch Through the Ages,Kennilworthy Whisp,3.8,185445,105.0,"Fantasy, Fiction, Young Adult",2001.0,https://www.goodreads.com/book/show/111450.Quidditch_Through_the_Ages
Less Than Zero,Bret Easton Ellis,3.6,93694,208.0,"Fiction, Contemporary, Novels",1985.0,https://www.goodreads.com/book/show/9915.Less_Than_Zero
Bone Crossed,Patricia Briggs,4.33,113943,292.0,"Urban Fantasy, Fantasy, Paranormal",2010.0,https://www.goodreads.com/book/show/3128411-bone-crossed
Inside Out & Back Again,Thanhhà Lại,4.12,64958,262.0,"Historical Fiction, Poetry, Middle Grade",2011.0,https://www.goodreads.com/book/show/8537327-inside-out-back-again
The Emperor,Robert Reid,4.3,5049,459.0,"Fantasy, Historical Fiction, Fiction",,https://www.goodreads.com/book/show/55624426-the-emperor
P.S. I Still Love You,Jenny Han,4.01,406270,337.0,"Romance, Young Adult, Contemporary",2015.0,https://www.goodreads.com/book/show/20698530-p-s-i-still-love-you
Succubus Blues,Richelle Mead,3.94,57889,358.0,"Urban Fantasy, Fantasy, Paranormal",2007.0,https://www.goodreads.com/book/show/235718.Succubus_Blues
The Namatjira Connection,Estelle Ryan,4.36,1037,259.0,"Mystery, Fiction, Italy",,https://www.goodreads.com/book/show/202924917-the-namatjira-connection
The Girl Who Loved Tom Gordon,Stephen King,3.64,172602,264.0,"Horror, Fiction, Thriller",1999.0,https://www.goodreads.com/book/show/11564.The_Girl_Who_Loved_Tom_Gordon
My Name Is Red,Orhan Pamuk,3.87,59491,417.0,"Fiction, Historical Fiction, Mystery",1998.0,https://www.goodreads.com/book/show/2517.My_Name_Is_Red
Out of Africa,Isak Dinesen,3.91,46297,401.0,"Nonfiction, Classics, Memoir",1937.0,https://www.goodreads.com/book/show/781787.Out_of_Africa
Demonglass,Rachel Hawkins,4.08,94104,359.0,"Young Adult, Fantasy, Paranormal",2011.0,https://www.goodreads.com/book/show/8428064-demonglass
Matterhorn,Karl Marlantes,4.27,45953,663.0,"Fiction, Historical Fiction, War",2010.0,https://www.goodreads.com/book/show/6411016-matterhorn
L'Écume des jours,Boris Vian,3.93,40828,351.0,"Fiction, France, Classics",1947.0,https://www.goodreads.com/book/show/141828.L_cume_des_jours
The Source,James A. Michener,4.29,44774,1080.0,"Historical Fiction, Fiction, Historical",1965.0,https://www.goodreads.com/book/show/12657.The_Source
Win,Harlan Coben,4.09,75082,375.0,"Mystery, Thriller, Fiction",2021.0,https://www.goodreads.com/book/show/53916157-win
Archibald Finch and the Lost Witches,Michel Guyon,4.07,586,350.0,"Middle Grade, Fantasy, Adventure",2018.0,https://www.goodreads.com/book/show/41742807-archibald-finch-and-the-lost-witches
Shrines of Gaiety,Kate Atkinson,3.84,39734,439.0,"Historical Fiction, Fiction, Historical",2022.0,https://www.goodreads.com/book/show/60371805-shrines-of-gaiety
In Search of Lost Time,Marcel Proust,4.34,13544,4211.0,"Fiction, France, Literature",1913.0,https://www.goodreads.com/book/show/18796.In_Search_of_Lost_Time
The Language of Flowers,Vanessa Diffenbaugh,4.09,228743,323.0,"Fiction, Book Club, Romance",2011.0,https://www.goodreads.com/book/show/10032672-the-language-of-flowers
Master of the Game,Sidney Sheldon,4.15,59194,489.0,"Fiction, Thriller, Mystery",1982.0,https://www.goodreads.com/book/show/43330.Master_of_the_Game
World After,Susan Ee,4.14,106754,320.0,"Fantasy, Young Adult, Angels",2013.0,https://www.goodreads.com/book/show/17849112-world-after
Crash,J.G. Ballard,3.59,27970,224.0,"Fiction, Science Fiction, Horror",1973.0,https://www.goodreads.com/book/show/70241.Crash
Start with Why: How Great Leaders Inspire Everyone to Take Action,Simon Sinek,4.1,252613,256.0,"Business, Leadership, Nonfiction",2009.0,https://www.goodreads.com/book/show/7108725-start-with-why
Crossing the Seas: A Diary of My Thoughts,Yuehai Xiao,3.57,2005,328.0,"Nonfiction, Biography, Philosophy",2012.0,https://www.goodreads.com/book/show/16243767-crossing-the-seas
God Is Not Great: How Religion Poisons Everything,Christopher Hitchens,3.96,110214,307.0,"Nonfiction, Religion, Philosophy",2007.0,https://www.goodreads.com/book/show/43369.God_Is_Not_Great
Homecoming Queen,Chad Boudreaux,4.35,1079,344.0,"Contemporary, Drama, Novels",,https://www.goodreads.com/book/show/201924694-homecoming-queen
Smaragdgrün,Kerstin Gier,4.21,108950,487.0,"Fantasy, Young Adult, Romance",2010.0,https://www.goodreads.com/book/show/7544603-smaragdgr-n
The Venice Sketchbook,Rhys Bowen,4.25,79483,412.0,"Historical Fiction, Fiction, Romance",2021.0,https://www.goodreads.com/book/show/55073379-the-venice-sketchbook
The Boy Who Sneaks in My Bedroom Window,Kirsty Moseley,3.84,77690,256.0,"Romance, Young Adult, Contemporary",2012.0,https://www.goodreads.com/book/show/13628209-the-boy-who-sneaks-in-my-bedroom-window
A Court of Frost and Starlight,Sarah J. Maas,3.73,1854880,229.0,"Fantasy, Romance, Romantasy",2019.0,https://www.goodreads.com/book/show/31076583-a-court-of-frost-and-starlight
America's Daughter,Maria Nhambu,4.3,7159,367.0,"Nonfiction, Book Club, Education",2017.0,https://www.goodreads.com/book/show/36116546-america-s-daughter
"Dodging Satan: My Irish/Italian, Sometimes Awesome, But Mostly Creepy, Childhood",Kathleen Zamboni McCormick,4.28,3928,191.0,"Drama, Contemporary, Novels",,https://www.goodreads.com/book/show/28009303-dodging-satan
Fire Prayers: Building Arsenals That Destroy Satanic Kingdoms,John Ramirez,4.29,5015,218.0,"Christian, Religion, Spirituality",,https://www.goodreads.com/book/show/75511257-fire-prayers
The Final Warning,James Patterson,3.86,73255,256.0,"Young Adult, Fantasy, Science Fiction",2008.0,https://www.goodreads.com/book/show/1829709.The_Final_Warning
Lord of Misrule,Rachel Caine,4.15,48637,246.0,"Vampires, Young Adult, Paranormal",2008.0,https://www.goodreads.com/book/show/3558003-lord-of-misrule
Ana Rocha: Shadows of Justice,Ammar Habib,4.24,5514,218.0,"Thriller, Crime, Action",,https://www.goodreads.com/book/show/38726615-ana-rocha
The Past,Kenneth Thomas,3.93,798,195.0,"Science Fiction, Historical, Science Fiction Fantasy",,https://www.goodreads.com/book/show/53450218-the-past
Portnoy’s Complaint,Philip Roth,3.7,71425,274.0,"Fiction, Classics, Literature",1969.0,https://www.goodreads.com/book/show/43945.Portnoy_s_Complaint
Child 44,Tom Rob Smith,4.11,88165,509.0,"Fiction, Historical Fiction, Thriller",2008.0,https://www.goodreads.com/book/show/2161733.Child_44
Midnight Alley,Rachel Caine,4.09,61618,245.0,"Vampires, Young Adult, Paranormal",2007.0,https://www.goodreads.com/book/show/544257.Midnight_Alley
Weaveworld,Clive Barker,4.13,33396,721.0,"Fantasy, Horror, Fiction",1987.0,https://www.goodreads.com/book/show/52640.Weaveworld
The Sword of Kaigen,M.L. Wang,4.46,64989,651.0,"Fantasy, Fiction, High Fantasy",2019.0,https://www.goodreads.com/book/show/41886271-the-sword-of-kaigen
The Complete Stories,Flannery O'Connor,4.39,40201,555.0,"Short Stories, Fiction, Classics",1971.0,https://www.goodreads.com/book/show/284996.The_Complete_Stories
The Southern Lawyer,Peter O'Mahoney,4.22,23126,334.0,"Mystery, Fiction, Thriller",2022.0,https://www.goodreads.com/book/show/60234446-the-southern-lawyer
Bossypants,Tina Fey,3.96,1036212,283.0,"Nonfiction, Memoir, Biography",2011.0,https://www.goodreads.com/book/show/9418327-bossypants
Forty-Ninth,Boris Pronsky,4.2,124,188.0,"Historical Fiction, Novels, Fiction",2021.0,https://www.goodreads.com/book/show/58937530-forty-ninth
Picking Daisies on Sundays,Liana Cincotti,4.03,32111,327.0,"Romance, Friends To Lovers, Contemporary",2023.0,https://www.goodreads.com/book/show/169690624-picking-daisies-on-sundays
Invisible Women: Data Bias in a World Designed for Men,Caroline Criado Pérez,4.34,150327,448.0,"Nonfiction, Feminism, Science",2019.0,https://www.goodreads.com/book/show/41104077-invisible-women
The Demigod Files,Rick Riordan,4.02,119707,151.0,"Fantasy, Mythology, Young Adult",2009.0,https://www.goodreads.com/book/show/3992598-the-demigod-files
Insomnia,Stephen King,3.84,163673,896.0,"Horror, Fiction, Fantasy",1994.0,https://www.goodreads.com/book/show/10585.Insomnia
Moloka'i,Alan Brennert,4.2,136832,405.0,"Historical Fiction, Book Club, Fiction",2003.0,https://www.goodreads.com/book/show/3273.Moloka_i
Soulless,Gail Carriger,3.9,112852,357.0,"Fantasy, Steampunk, Romance",2009.0,https://www.goodreads.com/book/show/6381205-soulless
The Night Tiger,Yangsze Choo,3.86,64409,372.0,"Historical Fiction, Fiction, Fantasy",2019.0,https://www.goodreads.com/book/show/39863482-the-night-tiger
You Shouldn't Be Here,Lauren Thoman,3.7,9612,381.0,"Mystery, Thriller, Fiction",2024.0,https://www.goodreads.com/book/show/200035241-you-shouldn-t-be-here
Fast Food Nation: The Dark Side of the All-American Meal,Eric Schlosser,3.75,206108,383.0,"Food, Sociology, Politics",2001.0,https://www.goodreads.com/book/show/1097.Fast_Food_Nation
"The Oedipus Cycle: Oedipus Rex, Oedipus at Colonus, Antigone",Sophocles,3.99,69287,259.0,"Plays, Fiction, Mythology",,https://www.goodreads.com/book/show/1540.The_Oedipus_Cycle
Eye of the Needle,Ken Follett,4.21,164580,368.0,"Fiction, Historical Fiction, Thriller",1978.0,https://www.goodreads.com/book/show/92364.Eye_of_the_Needle
Katherine,Anya Seton,4.21,34807,500.0,"Historical Fiction, Fiction, Romance",1954.0,https://www.goodreads.com/book/show/33609.Katherine
Reading Lolita in Tehran: A Memoir in Books,Azar Nafisi,3.66,137611,356.0,"Nonfiction, Memoir, Book Club",2003.0,https://www.goodreads.com/book/show/7603.Reading_Lolita_in_Tehran
The Survival Rule,Stephen Penner,4.2,3444,264.0,"Thriller, Mystery, Crime",2023.0,https://www.goodreads.com/book/show/202257535-the-survival-rule
Medea,Euripides,3.95,83255,59.0,"Classics, Plays, Mythology",,https://www.goodreads.com/book/show/752900.Medea
Red Storm Rising,Tom Clancy,4.21,83143,,"Fiction, Thriller, Military Fiction",1986.0,https://www.goodreads.com/book/show/318525.Red_Storm_Rising
Crying in H Mart,Michelle Zauner,4.25,530955,243.0,"Memoir, Nonfiction, Audiobook",2021.0,https://www.goodreads.com/book/show/54814676-crying-in-h-mart
The Power of Six,Pittacus Lore,4.14,140487,406.0,"Young Adult, Fantasy, Science Fiction",2011.0,https://www.goodreads.com/book/show/8659601-the-power-of-six
Torn,Amanda Hocking,4.03,71770,324.0,"Fantasy, Young Adult, Romance",2010.0,https://www.goodreads.com/book/show/11966216-torn
The Age of AI and Our Human Future,Henry Kissinger,3.45,4775,272.0,"Nonfiction, Artificial Intelligence, Technology",,https://www.goodreads.com/book/show/56620811-the-age-of-ai-and-our-human-future
On the Island,Tracey Garvis Graves,4.11,86079,328.0,"Romance, Contemporary, Contemporary Romance",2011.0,https://www.goodreads.com/book/show/15505346-on-the-island
Know My Name,Chanel Miller,4.69,236565,384.0,"Nonfiction, Memoir, Audiobook",2019.0,https://www.goodreads.com/book/show/50196744-know-my-name
Icebreaker,Hannah Grace,3.77,1139553,447.0,"Sports Romance, Sports, Contemporary",2022.0,https://www.goodreads.com/book/show/61767292-icebreaker
Hunt Them Down,Simon Gervais,4.27,11310,337.0,"Thriller, Fiction, Mystery",2019.0,https://www.goodreads.com/book/show/39884814-hunt-them-down
One Last Kill,Robert Dugoni,4.48,22260,351.0,"Mystery, Thriller, Crime",2023.0,https://www.goodreads.com/book/show/62059957-one-last-kill
This Man,Jodi Ellen Malpas,4.05,116857,448.0,"Romance, Erotica, Contemporary Romance",2012.0,https://www.goodreads.com/book/show/16140036-this-man
The Stolen Heir,Holly Black,3.94,149788,356.0,"Young Adult, Romance, Fae",2023.0,https://www.goodreads.com/book/show/61198133-the-stolen-heir
Post Office,Charles Bukowski,3.93,134219,162.0,"Fiction, Classics, Novels",1971.0,https://www.goodreads.com/book/show/40409718-post-office
About a Boy,Nick Hornby,3.8,139404,307.0,"Fiction, Contemporary, Humor",1998.0,https://www.goodreads.com/book/show/4271.About_a_Boy
Neverseen,Shannon Messenger,4.57,52758,672.0,"Fantasy, Middle Grade, Fiction",2015.0,https://www.goodreads.com/book/show/22733616-neverseen
Toe to Toe,Deborah Leblanc,4.22,5649,663.0,"Book Club, Fiction, Epic",2015.0,https://www.goodreads.com/book/show/26157586-toe-to-toe
Pompeii: A Novel,Robert Harris,3.87,50343,304.0,"Historical Fiction, Fiction, Historical",2003.0,https://www.goodreads.com/book/show/74968890-pompeii
Intensity,Dean Koontz,4.04,90365,436.0,"Horror, Thriller, Fiction",1995.0,https://www.goodreads.com/book/show/32439.Intensity
Hell's Corner,David Baldacci,4.19,42968,448.0,"Fiction, Thriller, Mystery",2010.0,https://www.goodreads.com/book/show/8045080-hell-s-corner
"Lady, in Waiting",Karen Heenan,4.35,654,378.0,Historical Fiction,,https://www.goodreads.com/book/show/60306511-lady-in-waiting
Defy Me,Tahereh Mafi,4.27,314285,357.0,"Fantasy, Dystopia, Romance",2019.0,https://www.goodreads.com/book/show/34992959-defy-me
"Death Note, Vol. 1: Boredom",Tsugumi Ohba,4.47,338209,195.0,"Manga, Graphic Novels, Comics",2004.0,https://www.goodreads.com/book/show/13615.Death_Note_Vol_1
The Girl Who Drank the Moon,Kelly Barnhill,4.12,109070,388.0,"Fiction, Young Adult, Childrens",2016.0,https://www.goodreads.com/book/show/28110852-the-girl-who-drank-the-moon
The Kiss of Deception,Mary E. Pearson,3.92,154320,492.0,"Fantasy, Young Adult, Romance",2014.0,https://www.goodreads.com/book/show/16429619-the-kiss-of-deception
The Savage Detectives,Roberto Bolaño,4.17,48986,577.0,"Fiction, Novels, Spanish Literature",1998.0,https://www.goodreads.com/book/show/63033.The_Savage_Detectives
Coma,Robin Cook,3.88,52660,384.0,"Fiction, Thriller, Mystery",1977.0,https://www.goodreads.com/book/show/20454107-coma
The Nowhere Man,Gregg Hurwitz,4.16,29850,369.0,"Thriller, Fiction, Mystery",2017.0,https://www.goodreads.com/book/show/40996287-the-nowhere-man
Self-Reliance and Other Essays,Ralph Waldo Emerson,4.12,19984,117.0,"Philosophy, Classics, Nonfiction",1844.0,https://www.goodreads.com/book/show/123845.Self_Reliance_and_Other_Essays
The Testing,Joelle Charbonneau,4.05,80262,325.0,"Dystopia, Young Adult, Science Fiction",2013.0,https://www.goodreads.com/book/show/13326831-the-testing
"Seeking Fairness at Work: Cracking the New Code of Greater Employee Engagement, Retention & Satisfaction",Hanna Hasl-Kelchner,4.39,1510,224.0,"Novels, Contemporary, Book Club",,https://www.goodreads.com/book/show/211423616-seeking-fairness-at-work
The Collected Poems of W.B. Yeats,W.B. Yeats,4.23,39594,544.0,"Poetry, Classics, Irish Literature",1933.0,https://www.goodreads.com/book/show/53022.The_Collected_Poems_of_W_B_Yeats
Table 21,T. Rafael Cimino,3.68,444,287.0,"Fiction, Mystery, Crime",2011.0,https://www.goodreads.com/book/show/12240419-table-21
Paranormalcy,Kiersten White,3.88,99062,335.0,"Young Adult, Paranormal, Fantasy",2010.0,https://www.goodreads.com/book/show/7719245-paranormalcy
The Great Book of Amber,Roger Zelazny,4.31,26687,1258.0,"Fantasy, Fiction, Science Fiction",1999.0,https://www.goodreads.com/book/show/5367.The_Great_Book_of_Amber
Darkly Dreaming Dexter,Jeff Lindsay,3.9,212710,288.0,"Fiction, Mystery, Thriller",2004.0,https://www.goodreads.com/book/show/17231.Darkly_Dreaming_Dexter
Abhorsen,Garth Nix,4.25,126758,358.0,"Fantasy, Young Adult, Fiction",2003.0,https://www.goodreads.com/book/show/334643.Abhorsen
Nobody Loves a Bigfoot Like a Bigfoot Babe,Simon Okill,3.95,145,286.0,"Fantasy, Paranormal, Urban Fantasy",2012.0,https://www.goodreads.com/book/show/16843726-nobody-loves-a-bigfoot-like-a-bigfoot-babe
Warbreaker,Brandon Sanderson,4.3,250519,688.0,"Fantasy, Fiction, Audiobook",2009.0,https://www.goodreads.com/book/show/1268479.Warbreaker
2666,Roberto Bolaño,4.21,45783,1128.0,"Fiction, Literature, Novels",2004.0,https://www.goodreads.com/book/show/63032.2666
Finale,Stephanie Garber,4.14,317957,478.0,"Fantasy, Young Adult, Romance",2019.0,https://www.goodreads.com/book/show/40381392-finale
Skyward,Brandon Sanderson,4.47,157591,513.0,"Science Fiction, Fantasy, Young Adult",2018.0,https://www.goodreads.com/book/show/36642458-skyward
Dark State,Jack Slater,4.43,19441,454.0,"Thriller, Fiction, Spy Thriller",,https://www.goodreads.com/book/show/59836138-dark-state
Search and Destroy,Paul Heatley,4.47,2836,324.0,"Thriller, Mystery, Suspense",,https://www.goodreads.com/book/show/199113446-search-and-destroy
